Acupoint_Code,Relation,Mesh_Term,Mesh_Id,NCT_freq,NCT_Ids
LI11,clinicaltrials,EAR DISEASES,D000004427,2,"NCT05188365, NCT05511753"
LI11,clinicaltrials,ECZEMA,D000004485,2,"NCT05529836, NCT01074164"
LI11,clinicaltrials,ELBOW INJURIES,D000092464,3,"NCT06535594, NCT02321696, NCT03820856"
LI11,clinicaltrials,ELBOW TENDINOPATHY,D000070639,3,"NCT06535594, NCT02321696, NCT03820856"
LI11,clinicaltrials,ENDOCRINE SYSTEM DISEASES,D000004700,4,"NCT05347030, NCT06359418, NCT04076800, NCT06330233"
LI11,clinicaltrials,EYE DISEASES,D000005128,2,"NCT05871658, NCT01105221"
LI11,clinicaltrials,FACIAL NERVE DISEASES,D000005155,4,"NCT06280794, NCT05585346, NCT05846217, NCT06544603"
LI11,clinicaltrials,FACIAL PARALYSIS,D000005158,4,"NCT06280794, NCT05585346, NCT05846217, NCT06544603"
LI11,clinicaltrials,FEMALE UROGENITAL DISEASES,D000052776,2,"NCT03249701, NCT01422928"
LI11,clinicaltrials,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,2,"NCT03249701, NCT01422928"
LI11,clinicaltrials,FIBROMYALGIA,D000005356,3,"NCT05357157, NCT02583334, NCT06571110"
LI11,clinicaltrials,GASTROENTERITIS,D000005759,7,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820"
LI11,clinicaltrials,GASTROINTESTINAL DISEASES,D000005767,12,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT02509143, NCT06352164, NCT02388256, NCT06553053, NCT05757037, NCT04187820, NCT01350570, NCT01422928"
LI11,clinicaltrials,GASTROINTESTINAL NEOPLASMS,D000005770,3,"NCT02509143, NCT02388256, NCT01422928"
LI11,clinicaltrials,"GENETIC DISEASES, INBORN",D000030342,3,"NCT05529836, NCT01074164, NCT05045820"
LI11,clinicaltrials,GLUCOSE INTOLERANCE,D000018149,2,"NCT05347030, NCT06359418"
LI11,clinicaltrials,GLUCOSE METABOLISM DISORDERS,D000044882,3,"NCT05347030, NCT06359418, NCT04076800"
LI11,clinicaltrials,HEARING DISORDERS,D000006311,2,"NCT05188365, NCT05511753"
LI11,clinicaltrials,HEMATOLOGIC DISEASES,D000006402,2,"NCT01892852, NCT05045820"
LI11,clinicaltrials,HERPESVIRIDAE INFECTIONS,D000006566,4,"NCT06280794, NCT05585346, NCT05846217, NCT06544603"
LI11,clinicaltrials,HYPERGLYCEMIA,D000006943,2,"NCT05347030, NCT06359418"
LI11,clinicaltrials,HYPERSENSITIVITY,D000006967,2,"NCT05529836, NCT01074164"
LI11,clinicaltrials,"HYPERSENSITIVITY, IMMEDIATE",D000006969,2,"NCT05529836, NCT01074164"
LI11,clinicaltrials,HYPERTENSION,D000006973,3,"NCT01701726, NCT06537167, NCT00459680"
LI11,clinicaltrials,IMMUNE SYSTEM DISEASES,D000007154,6,"NCT01619176, NCT05871658, NCT05529836, NCT01074164, NCT01892852, NCT04521998"
LI11,clinicaltrials,INFECTIONS,D000007239,9,"NCT06280794, NCT04844710, NCT05692258, NCT03292068, NCT05585346, NCT05846217, NCT06544603, NCT04910659, NCT02204215"
LI11,clinicaltrials,INFLAMMATION,D000007249,3,"NCT02761096, NCT02204215, NCT06247007"
LI11,clinicaltrials,INFLAMMATORY BOWEL DISEASES,D000015212,7,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820"
LI11,clinicaltrials,INTESTINAL DISEASES,D000007410,11,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT02509143, NCT06352164, NCT02388256, NCT06553053, NCT05757037, NCT04187820, NCT01350570"
LI11,clinicaltrials,INTESTINAL NEOPLASMS,D000007414,2,"NCT02509143, NCT02388256"
LI11,clinicaltrials,IRRITABLE BOWEL SYNDROME,D000043183,2,"NCT05757037, NCT01350570"
LI11,clinicaltrials,JOINT DISEASES,D000007592,8,"NCT01526031, NCT01619176, NCT03925467, NCT04802213, NCT01733914, NCT04733352, NCT04521998, NCT01650207"
LI11,clinicaltrials,LUNG DISEASES,D000008171,3,"NCT05930262, NCT04844710, NCT05692258"
LI11,clinicaltrials,LYMPHATIC DISEASES,D000008206,3,"NCT03373474, NCT01892852, NCT04158193"
LI11,clinicaltrials,LYMPHEDEMA,D000008209,2,"NCT03373474, NCT04158193"
LI11,clinicaltrials,MALE UROGENITAL DISEASES,D000052801,2,"NCT03249701, NCT01422928"
LI11,clinicaltrials,MEDIAN NEUROPATHY,D000020423,2,"NCT06201520, NCT01102868"
LI11,clinicaltrials,MENTAL DISORDERS,D000001523,6,"NCT01174394, NCT03249701, NCT02975362, NCT03328819, NCT02472613, NCT02644161"
LI11,clinicaltrials,METABOLIC DISEASES,D000008659,3,"NCT05347030, NCT06359418, NCT04076800"
LI11,clinicaltrials,MONONEUROPATHIES,D000020422,2,"NCT06201520, NCT01102868"
LI11,clinicaltrials,MOOD DISORDERS,D000019964,4,"NCT01174394, NCT03328819, NCT02472613, NCT02644161"
LI11,clinicaltrials,MOUTH DISEASES,D000009059,6,"NCT06280794, NCT02761096, NCT05585346, NCT05846217, NCT06544603, NCT06247007"
LI11,clinicaltrials,MUSCULAR DISEASES,D000009135,7,"NCT05357157, NCT06535594, NCT02321696, NCT02583334, NCT04182295, NCT06571110, NCT03820856"
LI11,clinicaltrials,MUSCULOSKELETAL DISEASES,D000009140,16,"NCT01526031, NCT05357157, NCT01619176, NCT06535594, NCT01987622, NCT03925467, NCT02321696, NCT04802213, NCT02583334, NCT01733914, NCT04182295, NCT06571110, NCT04733352, NCT04521998, NCT03820856, NCT01650207"
LI11,clinicaltrials,MYOFASCIAL PAIN SYNDROMES,D000009209,3,"NCT05357157, NCT02583334, NCT06571110"
LI11,clinicaltrials,NAUSEA,D000009325,2,"NCT03249701, NCT02509143"
LI11,clinicaltrials,NEOPLASMS,D000009369,9,"NCT02364726, NCT03373474, NCT02964286, NCT02509143, NCT04318808, NCT02388256, NCT01892852, NCT01422928, NCT04158193"
LI11,clinicaltrials,NEOPLASMS BY SITE,D000009371,7,"NCT02364726, NCT03373474, NCT02964286, NCT02509143, NCT02388256, NCT01422928, NCT04158193"
LI11,clinicaltrials,NERVE COMPRESSION SYNDROMES,D000009408,2,"NCT06201520, NCT01102868"
LI11,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,36,"NCT05188365, NCT06201520, NCT03290976, NCT06280794, NCT02744274, NCT05357157, NCT02364726, NCT01174394, NCT05930262, NCT03249701, NCT01804192, NCT02975362, NCT02761096, NCT05871658, NCT01848158, NCT01102868, NCT05585346, NCT05921019, NCT05846217, NCT02583334, NCT02472613, NCT06544603, NCT02831114, NCT04182295, NCT06571110, NCT02967484, NCT04971603, NCT01892852, NCT05623137, NCT05511753, NCT02644161, NCT04542811, NCT05764447, NCT06054087, NCT01806233, NCT06330233"
LI11,clinicaltrials,NEUROBEHAVIORAL MANIFESTATIONS,D000019954,2,"NCT03249701, NCT01848158"
LI11,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,22,"NCT05188365, NCT06280794, NCT05357157, NCT06375382, NCT03249701, NCT02761096, NCT01848158, NCT05585346, NCT04665518, NCT05846217, NCT03328819, NCT06544603, NCT01984021, NCT01733914, NCT04182295, NCT04910659, NCT06352164, NCT05511753, NCT01650207, NCT01285687, NCT06054087, NCT01806233"
LI11,clinicaltrials,NEUROMUSCULAR DISEASES,D000009468,15,"NCT06201520, NCT03290976, NCT02744274, NCT05357157, NCT02364726, NCT01102868, NCT05921019, NCT02583334, NCT02831114, NCT04182295, NCT06571110, NCT01892852, NCT05764447, NCT06054087, NCT06330233"
LI11,clinicaltrials,NIDOVIRALES INFECTIONS,D000030341,2,"NCT04844710, NCT05692258"
LI11,clinicaltrials,NUTRITION DISORDERS,D000009748,8,"NCT05188365, NCT02936973, NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT01102075, NCT02066090"
LI11,clinicaltrials,OBESITY,D000009765,7,"NCT05188365, NCT02936973, NCT06316310, NCT05237089, NCT06359418, NCT01102075, NCT02066090"
LI11,clinicaltrials,OSTEOARTHRITIS,D000010003,2,"NCT03925467, NCT04733352"
LI11,clinicaltrials,"OSTEOARTHRITIS, KNEE",D000020370,2,"NCT03925467, NCT04733352"
LI11,clinicaltrials,OTORHINOLARYNGOLOGIC DISEASES,D000010038,4,"NCT05188365, NCT03292068, NCT04910659, NCT05511753"
LI11,clinicaltrials,OVERNUTRITION,D000044343,8,"NCT05188365, NCT02936973, NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT01102075, NCT02066090"
LI11,clinicaltrials,OVERWEIGHT,D000050177,8,"NCT05188365, NCT02936973, NCT05347030, NCT06316310, NCT05237089, NCT06359418, NCT01102075, NCT02066090"
LI11,clinicaltrials,PAIN,D000010146,11,"NCT06375382, NCT04665518, NCT03328819, NCT01984021, NCT01733914, NCT04182295, NCT04910659, NCT06352164, NCT01650207, NCT01285687, NCT06054087"
LI11,clinicaltrials,"PAIN, POSTOPERATIVE",D000010149,2,"NCT04910659, NCT01285687"
LI11,clinicaltrials,PARALYSIS,D000010243,5,"NCT06280794, NCT05585346, NCT05846217, NCT06544603, NCT01806233"
LI11,clinicaltrials,PATHOLOGIC PROCESSES,D000010335,15,"NCT06201520, NCT03373474, NCT03249701, NCT02761096, NCT01102868, NCT06544603, NCT02509143, NCT04910659, NCT02967484, NCT02204215, NCT06553053, NCT06247007, NCT01285687, NCT05757037, NCT04158193"
LI11,clinicaltrials,PERIPHERAL NERVOUS SYSTEM DISEASES,D000010523,11,"NCT06201520, NCT03290976, NCT02744274, NCT02364726, NCT01102868, NCT05921019, NCT02831114, NCT01892852, NCT05764447, NCT06054087, NCT06330233"
LI11,clinicaltrials,PHARYNGEAL DISEASES,D000010608,2,"NCT03292068, NCT04910659"
LI11,clinicaltrials,PHARYNGITIS,D000010612,2,"NCT03292068, NCT04910659"
LI11,clinicaltrials,PNEUMONIA,D000011014,2,"NCT04844710, NCT05692258"
LI11,clinicaltrials,"PNEUMONIA, VIRAL",D000011024,2,"NCT04844710, NCT05692258"
LI11,clinicaltrials,POSTOPERATIVE COMPLICATIONS,D000011183,6,"NCT03373474, NCT03249701, NCT02509143, NCT04910659, NCT01285687, NCT04158193"
LI11,clinicaltrials,POSTOPERATIVE NAUSEA AND VOMITING,D000020250,2,"NCT03249701, NCT02509143"
LI11,clinicaltrials,PREDIABETIC STATE,D000011236,2,"NCT05347030, NCT06359418"
LI11,clinicaltrials,PRURITUS,D000011537,5,"NCT06506240, NCT03458572, NCT01074164, NCT05575193, NCT01283477"
LI11,clinicaltrials,RECTAL DISEASES,D000012002,2,"NCT02509143, NCT02388256"
LI11,clinicaltrials,RESPIRATORY TRACT DISEASES,D000012140,6,"NCT05930262, NCT04844710, NCT05692258, NCT03292068, NCT04910659, NCT02204215"
LI11,clinicaltrials,RESPIRATORY TRACT INFECTIONS,D000012141,4,"NCT04844710, NCT05692258, NCT03292068, NCT04910659"
LI11,clinicaltrials,RHEUMATIC DISEASES,D000012216,7,"NCT05357157, NCT01619176, NCT03925467, NCT02583334, NCT06571110, NCT04733352, NCT04521998"
LI11,clinicaltrials,RNA VIRUS INFECTIONS,D000012327,2,"NCT04844710, NCT05692258"
LI11,clinicaltrials,SENSATION DISORDERS,D000012678,3,"NCT05188365, NCT05357157, NCT05511753"
LI11,clinicaltrials,SHOULDER PAIN,D000020069,2,"NCT01733914, NCT01650207"
LI11,clinicaltrials,"SIGNS AND SYMPTOMS, DIGESTIVE",D000012817,8,"NCT06375382, NCT01411501, NCT03249701, NCT02509143, NCT04318808, NCT06352164, NCT05757037, NCT01350570"
LI11,clinicaltrials,SKIN DISEASES,D000012871,11,"NCT02364726, NCT06506240, NCT03373474, NCT03458572, NCT02964286, NCT05529836, NCT01074164, NCT03264287, NCT05575193, NCT04158193, NCT01283477"
LI11,clinicaltrials,"SKIN DISEASES, ECZEMATOUS",D000017443,2,"NCT05529836, NCT01074164"
LI11,clinicaltrials,"SKIN DISEASES, GENETIC",D000012873,2,"NCT05529836, NCT01074164"
LI11,clinicaltrials,SKIN MANIFESTATIONS,D000012877,5,"NCT06506240, NCT03458572, NCT01074164, NCT05575193, NCT01283477"
LI11,clinicaltrials,SPRAINS AND STRAINS,D000013180,2,"NCT06201520, NCT01102868"
LI11,clinicaltrials,STOMATOGNATHIC DISEASES,D000009057,8,"NCT06280794, NCT02761096, NCT03292068, NCT05585346, NCT05846217, NCT06544603, NCT04910659, NCT06247007"
LI11,clinicaltrials,STROKE,D000020521,9,"NCT01174394, NCT05930262, NCT02975362, NCT02472613, NCT02967484, NCT04971603, NCT05623137, NCT02644161, NCT01806233"
LI11,clinicaltrials,SYNDROME,D000013577,4,"NCT06201520, NCT01102868, NCT02204215, NCT05757037"
LI11,clinicaltrials,TENDINOPATHY,D000052256,3,"NCT06535594, NCT02321696, NCT03820856"
LI11,clinicaltrials,TENDON INJURIES,D000013708,3,"NCT06535594, NCT02321696, NCT03820856"
LI11,clinicaltrials,TENNIS ELBOW,D000013716,3,"NCT06535594, NCT02321696, NCT03820856"
LI11,clinicaltrials,UROGENITAL DISEASES,D000091642,2,"NCT03249701, NCT01422928"
LI11,clinicaltrials,VASCULAR DISEASES,D000014652,16,"NCT01701726, NCT01174394, NCT05930262, NCT06537167, NCT03249701, NCT00459680, NCT02975362, NCT02761096, NCT02472613, NCT05716399, NCT02967484, NCT04971603, NCT01892852, NCT05623137, NCT02644161, NCT01806233"
LI11,clinicaltrials,VIRUS DISEASES,D000014777,6,"NCT06280794, NCT04844710, NCT05692258, NCT05585346, NCT05846217, NCT06544603"
LI11,clinicaltrials,VOMITING,D000014839,2,"NCT03249701, NCT02509143"
LI11,clinicaltrials,WOUNDS AND INJURIES,D000014947,7,"NCT06201520, NCT06535594, NCT02321696, NCT01102868, NCT03359941, NCT03820856, NCT01395511"
LI12,clinicaltrials,ARM INJURIES,D000001134,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,BRAIN DISEASES,D000001927,2,"NCT02472613, NCT02592681"
LI12,clinicaltrials,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,2,"NCT02472613, NCT02592681"
LI12,clinicaltrials,ELBOW INJURIES,D000092464,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,ELBOW TENDINOPATHY,D000070639,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,MUSCULAR DISEASES,D000009135,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,MUSCULOSKELETAL DISEASES,D000009140,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,4,"NCT03582423, NCT02472613, NCT02592681, NCT05798884"
LI12,clinicaltrials,TENDINOPATHY,D000052256,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,TENDON INJURIES,D000013708,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,TENNIS ELBOW,D000013716,2,"NCT06535594, NCT03820856"
LI12,clinicaltrials,WOUNDS AND INJURIES,D000014947,2,"NCT06535594, NCT03820856"
LI14,clinicaltrials,MENTAL DISORDERS,D000001523,2,"NCT00838994, NCT02975362"
LI14,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,2,"NCT00838994, NCT02975362"
LI15,clinicaltrials,ARTHRALGIA,D000018771,2,"NCT03086863, NCT01650207"
LI15,clinicaltrials,BRAIN DISEASES,D000001927,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI15,clinicaltrials,BREAST CANCER LYMPHEDEMA,D000072656,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,BREAST DISEASES,D000001941,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,BREAST NEOPLASMS,D000001943,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI15,clinicaltrials,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI15,clinicaltrials,CEREBROVASCULAR DISORDERS,D000002561,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI15,clinicaltrials,JOINT DISEASES,D000007592,3,"NCT03086863, NCT04802213, NCT01650207"
LI15,clinicaltrials,LYMPHATIC DISEASES,D000008206,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,LYMPHEDEMA,D000008209,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,MENTAL DISORDERS,D000001523,2,"NCT02975362, NCT02472613"
LI15,clinicaltrials,MUSCULOSKELETAL DISEASES,D000009140,4,"NCT03086863, NCT06271525, NCT04802213, NCT01650207"
LI15,clinicaltrials,NEOPLASMS,D000009369,3,"NCT03934294, NCT03373474, NCT04158193"
LI15,clinicaltrials,NEOPLASMS BY SITE,D000009371,3,"NCT03934294, NCT03373474, NCT04158193"
LI15,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI15,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,3,"NCT03086863, NCT01650207, NCT01806233"
LI15,clinicaltrials,PAIN,D000010146,2,"NCT03086863, NCT01650207"
LI15,clinicaltrials,PATHOLOGIC PROCESSES,D000010335,4,"NCT03934294, NCT03373474, NCT03086863, NCT04158193"
LI15,clinicaltrials,POSTOPERATIVE COMPLICATIONS,D000011183,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,SHOULDER PAIN,D000020069,2,"NCT03086863, NCT01650207"
LI15,clinicaltrials,SKIN DISEASES,D000012871,2,"NCT03373474, NCT04158193"
LI15,clinicaltrials,STROKE,D000020521,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI15,clinicaltrials,VASCULAR DISEASES,D000014652,4,"NCT02975362, NCT03086863, NCT02472613, NCT01806233"
LI16,clinicaltrials,JOINT DISEASES,D000007592,2,"NCT04802213, NCT01650207"
LI16,clinicaltrials,MUSCULOSKELETAL DISEASES,D000009140,2,"NCT04802213, NCT01650207"
LI16,clinicaltrials,NECK PAIN,D000019547,2,"NCT03558178, NCT03009071"
LI16,clinicaltrials,NEUROLOGIC MANIFESTATIONS,D000009461,3,"NCT01650207, NCT03558178, NCT03009071"
LI16,clinicaltrials,PAIN,D000010146,3,"NCT01650207, NCT03558178, NCT03009071"
LI18,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,2,"NCT01701726, NCT02472613"
LI18,clinicaltrials,NERVOUS SYSTEM DISEASES,D000009422,2,"NCT02472613, NCT05431010"
LI18,clinicaltrials,VASCULAR DISEASES,D000014652,2,"NCT01701726, NCT02472613"
LI19,clinicaltrials,HYPERSENSITIVITY,D000006967,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,"HYPERSENSITIVITY, IMMEDIATE",D000006969,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,IMMUNE SYSTEM DISEASES,D000007154,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,INFECTIONS,D000007239,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,NOSE DISEASES,D000009668,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,OTORHINOLARYNGOLOGIC DISEASES,D000010038,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,RESPIRATORY HYPERSENSITIVITY,D000012130,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,RESPIRATORY TRACT DISEASES,D000012140,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,RESPIRATORY TRACT INFECTIONS,D000012141,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,RHINITIS,D000012220,2,"NCT05553483, NCT05915507"
LI19,clinicaltrials,"RHINITIS, ALLERGIC",D000065631,2,"NCT05553483, NCT05915507"
LI20,clinicaltrials,HYPERSENSITIVITY,D000006967,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,"HYPERSENSITIVITY, IMMEDIATE",D000006969,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,IMMUNE SYSTEM DISEASES,D000007154,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,INFECTIONS,D000007239,7,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT04959747, NCT05915507"
LI20,clinicaltrials,LUNG DISEASES,D000008171,2,"NCT02033252, NCT04959747"
LI20,clinicaltrials,NOSE DISEASES,D000009668,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,OTORHINOLARYNGOLOGIC DISEASES,D000010038,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,RESPIRATORY HYPERSENSITIVITY,D000012130,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,RESPIRATORY TRACT DISEASES,D000012140,7,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT04959747, NCT05915507"
LI20,clinicaltrials,RESPIRATORY TRACT INFECTIONS,D000012141,7,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT04959747, NCT05915507"
LI20,clinicaltrials,RHINITIS,D000012220,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,"RHINITIS, ALLERGIC",D000065631,6,"NCT02339714, NCT02486159, NCT02033252, NCT03342105, NCT05553483, NCT05915507"
LI20,clinicaltrials,"RHINITIS, ALLERGIC, PERENNIAL",D000012221,2,"NCT02339714, NCT03342105"
LI4,clinicaltrials,ABDOMINAL PAIN,D000015746,4,"NCT01913574, NCT06375382, NCT03199495, NCT06352164"
LI4,clinicaltrials,ABERRANT MOTOR BEHAVIOR IN DEMENTIA,D000096762,3,"NCT05330494, NCT01848158, NCT04950738"
LI4,clinicaltrials,ACUTE PAIN,D000059787,5,"NCT04963582, NCT03822273, NCT02773472, NCT04665518, NCT06411054"
LI4,clinicaltrials,ADNEXAL DISEASES,D000000291,2,"NCT03625531, NCT04509817"
LI4,clinicaltrials,ANXIETY DISORDERS,D000001008,4,"NCT04283591, NCT03545022, NCT00641303, NCT04895852"
LI4,clinicaltrials,ARTHRALGIA,D000018771,3,"NCT03086863, NCT05264649, NCT01650207"
LI4,clinicaltrials,AUTOIMMUNE DISEASES,D000001327,2,"NCT05871658, NCT04521998"
LI4,clinicaltrials,BASAL GANGLIA DISEASES,D000001480,2,"NCT06304285, NCT06390761"
LI4,clinicaltrials,BEHAVIORAL SYMPTOMS,D000001526,15,"NCT04283591, NCT02423694, NCT01174394, NCT05330494, NCT04272476, NCT01634022, NCT01848158, NCT01633996, NCT03328819, NCT02472613, NCT00641303, NCT04950738, NCT02644161, NCT04423328, NCT05631145"
LI4,clinicaltrials,BELL PALSY,D000020330,9,"NCT06280794, NCT06393231, NCT05585346, NCT05846217, NCT06544603, NCT01201642, NCT06063954, NCT03592797, NCT06573697"
LI4,clinicaltrials,BODY WEIGHT,D000001835,4,"NCT05188365, NCT05237089, NCT01102075, NCT02066090"
LI4,clinicaltrials,BONE DISEASES,D000001847,4,"NCT01987622, NCT03107468, NCT05730972, NCT04249921"
LI4,clinicaltrials,BONE NEOPLASMS,D000001859,2,"NCT05730972, NCT04249921"
LI4,clinicaltrials,BRAIN DISEASES,D000001927,27,"NCT04283591, NCT06219694, NCT01174394, NCT05930262, NCT02975362, NCT02761096, NCT03086863, NCT02580968, NCT02472613, NCT04249921, NCT02592681, NCT02765581, NCT04636359, NCT02967484, NCT04971603, NCT05839132, NCT06304285, NCT06401837, NCT05623137, NCT04305951, NCT06584409, NCT04664088, NCT02868671, NCT06390761, NCT02644161, NCT04542811, NCT05254028"
LI4,clinicaltrials,BRAIN INFARCTION,D000020520,3,"NCT03086863, NCT02967484, NCT06401837"
LI4,clinicaltrials,BRAIN INJURIES,D000001930,2,"NCT05839132, NCT02868671"
LI4,clinicaltrials,"BRAIN INJURIES, TRAUMATIC",D000070642,2,"NCT05839132, NCT02868671"
LI4,clinicaltrials,BRAIN ISCHEMIA,D000002545,3,"NCT03086863, NCT02967484, NCT06401837"
LI4,clinicaltrials,BREAST DISEASES,D000001941,8,"NCT02364726, NCT02457039, NCT05904340, NCT02964286, NCT03836872, NCT00641303, NCT05460819, NCT04158193"
LI4,clinicaltrials,BREAST NEOPLASMS,D000001943,8,"NCT02364726, NCT02457039, NCT05904340, NCT02964286, NCT03836872, NCT00641303, NCT05460819, NCT04158193"
LI4,clinicaltrials,BRONCHIAL NEOPLASMS,D000001984,2,"NCT02663492, NCT02951611"
LI4,clinicaltrials,CANCER PAIN,D000072716,3,"NCT06188286, NCT05730972, NCT02116218"
LI4,clinicaltrials,"CARCINOMA, BRONCHOGENIC",D000002283,2,"NCT02663492, NCT02951611"
LI4,clinicaltrials,"CARCINOMA, NON-SMALL-CELL LUNG",D000002289,2,"NCT02663492, NCT02951611"
LI4,clinicaltrials,CARDIOVASCULAR DISEASES,D000002318,19,"NCT04283591, NCT02443220, NCT05842265, NCT01174394, NCT05575544, NCT04998565, NCT05930262, NCT06537167, NCT02975362, NCT02761096, NCT03297658, NCT03086863, NCT02472613, NCT02967484, NCT04971603, NCT06401837, NCT05623137, NCT02850471, NCT02644161"
LI4,clinicaltrials,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,28,"NCT04283591, NCT06219694, NCT05558657, NCT01174394, NCT05930262, NCT02975362, NCT02761096, NCT03086863, NCT02580968, NCT02472613, NCT04249921, NCT02592681, NCT02765581, NCT04636359, NCT02967484, NCT04971603, NCT05839132, NCT06304285, NCT06401837, NCT05623137, NCT04305951, NCT06584409, NCT04664088, NCT02868671, NCT06390761, NCT02644161, NCT04542811, NCT05254028"
LI4,clinicaltrials,CEREBRAL INFARCTION,D000002544,3,"NCT03086863, NCT02967484, NCT06401837"
LI4,clinicaltrials,CEREBROVASCULAR DISORDERS,D000002561,12,"NCT04283591, NCT01174394, NCT05930262, NCT02975362, NCT02761096, NCT03086863, NCT02472613, NCT02967484, NCT04971603, NCT06401837, NCT05623137, NCT02644161"
LI4,clinicaltrials,CHEMICALLY-INDUCED DISORDERS,D000064419,5,"NCT03012373, NCT02457039, NCT04789772, NCT05798884, NCT01512433"
LI4,clinicaltrials,CHRONIC DISEASE,D000002908,2,"NCT05971134, NCT05212688"
LI4,clinicaltrials,CHRONIC PAIN,D000059350,2,"NCT06406244, NCT03328819"
LI4,clinicaltrials,COGNITION DISORDERS,D000003072,2,"NCT02457039, NCT04850196"
LI4,clinicaltrials,COGNITIVE DYSFUNCTION,D000060825,2,"NCT02457039, NCT04850196"
LI4,clinicaltrials,COLIC,D000003085,3,"NCT01761331, NCT00860301, NCT05894798"
LI4,clinicaltrials,COLONIC DISEASES,D000003108,4,"NCT02509143, NCT05798884, NCT06128785, NCT02388256"
LI4,clinicaltrials,COLORECTAL NEOPLASMS,D000015179,5,"NCT03222557, NCT02509143, NCT05798884, NCT06128785, NCT02388256"
LI4,clinicaltrials,CONFUSION,D000003221,4,"NCT03726073, NCT04950738, NCT06360549, NCT04693390"
LI4,clinicaltrials,CONGENITAL ABNORMALITIES,D000000013,2,"NCT03297658, NCT06165575"
LI4,clinicaltrials,CONJUNCTIVAL DISEASES,D000003229,3,"NCT05552820, NCT03204903, NCT01105221"
LI4,clinicaltrials,CONJUNCTIVITIS,D000003231,3,"NCT05552820, NCT03204903, NCT01105221"
