Row_Number,Acupoint_Code,Relation,Action_Target,Indication,Pinyin_Name,Chinese_Name,SNOMED_code,Mesh_Term,Mesh_Id,NCT_Ids,PMIDs,Acupoint,Anatomy,UBERON code,SNOMED CT code,,,,,,,,,,,,
6354,HT7,clinicaltrials,,,,,,NEUROBEHAVIORAL MANIFESTATIONS,D000019954,"NCT06161662, NCT03726073, NCT01848158, NCT02383004, NCT03606941, NCT04950738, NCT06360549, NCT04693390, NCT04312893",,,,,,,,,,,,,,,,,
6355,HT7,clinicaltrials,,,,,,NEUROCOGNITIVE DISORDERS,D000019965,"NCT06161662, NCT03726073, NCT05078944, NCT03810794, NCT02457039, NCT04338555, NCT04850196, NCT06417086, NCT03444896, NCT02383004, NCT03606941, NCT04950738, NCT06346275, NCT06360549, NCT04693390, NCT04305951, NCT04312893",,,,,,,,,,,,,,,,,
6356,HT7,clinicaltrials,,,,,,NEURODEGENERATIVE DISEASES,D000019636,"NCT05078944, NCT03810794, NCT06417086, NCT06346275",,,,,,,,,,,,,,,,,
6357,HT7,clinicaltrials,,,,,,NEUROLOGIC MANIFESTATIONS,D000009461,"NCT06161662, NCT03726073, NCT06401031, NCT05868850, NCT04400968, NCT04046640, NCT03341663, NCT01848158, NCT02383004, NCT05223517, NCT04665518, NCT03606941, NCT03328819, NCT04244812, NCT04950738, NCT04111081, NCT06165575, NCT04041206, NCT06360549, NCT05213299, NCT06401070, NCT04693390, NCT04606485, NCT03697200, NCT04312893, NCT05254028, NCT04041245",,,,,,,,,,,,,,,,,
6358,HT7,clinicaltrials,,,,,,NEUROMUSCULAR DISEASES,D000009468,"NCT06201520, NCT04751513, NCT06571110",,,,,,,,,,,,,,,,,
6359,HT7,clinicaltrials,,,,,,NIDOVIRALES INFECTIONS,D000030341,"NCT05749757, NCT04374084, NCT05855421, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6360,HT7,clinicaltrials,,,,,,NUTRITION DISORDERS,D000009748,"NCT04834180, NCT05847478",,,,,,,,,,,,,,,,,
6361,HT7,clinicaltrials,,,,,,OBESITY,D000009765,"NCT04834180, NCT05847478",,,,,,,,,,,,,,,,,
6362,HT7,clinicaltrials,,,,,,OCCUPATIONAL DISEASES,D000009784,"NCT01141374, NCT04423328",,,,,,,,,,,,,,,,,
6363,HT7,clinicaltrials,,,,,,OCCUPATIONAL STRESS,D000073397,"NCT01141374, NCT04423328",,,,,,,,,,,,,,,,,
6364,HT7,clinicaltrials,,,,,,OPIOID-RELATED DISORDERS,D000009293,"NCT04961294, NCT01512433",,,,,,,,,,,,,,,,,
6365,HT7,clinicaltrials,,,,,,OVERNUTRITION,D000044343,"NCT04834180, NCT05847478",,,,,,,,,,,,,,,,,
6366,HT7,clinicaltrials,,,,,,OVERWEIGHT,D000050177,"NCT04834180, NCT05847478",,,,,,,,,,,,,,,,,
6367,HT7,clinicaltrials,,,,,,PAIN,D000010146,"NCT06401031, NCT04400968, NCT04046640, NCT03341663, NCT05223517, NCT04665518, NCT03328819, NCT04244812, NCT04111081, NCT06165575, NCT04041206, NCT05213299, NCT06401070, NCT04606485, NCT03697200, NCT05254028, NCT04041245",,,,,,,,,,,,,,,,,
6368,HT7,clinicaltrials,,,,,,"PAIN, POSTOPERATIVE",D000010149,"NCT04111081, NCT06165575, NCT04606485",,,,,,,,,,,,,,,,,
6369,HT7,clinicaltrials,,,,,,PARASOMNIAS,D000020447,"NCT06401837, NCT06499311",,,,,,,,,,,,,,,,,
6370,HT7,clinicaltrials,,,,,,PATHOLOGIC PROCESSES,D000010335,"NCT06201520, NCT04046666, NCT06161662, NCT03726073, NCT04242030, NCT04338555, NCT04400968, NCT04046640, NCT04850196, NCT02383004, NCT03606941, NCT04045418, NCT05540236, NCT02509143, NCT04374084, NCT04111081, NCT06165575, NCT04693390, NCT04606485, NCT02110537, NCT06401837, NCT04917185, NCT05283577, NCT03823456, NCT06600971, NCT04312893, NCT04748133, NCT06042777",,,,,,,,,,,,,,,,,
6371,HT7,clinicaltrials,,,,,,PELVIC PAIN,D000017699,"NCT04400968, NCT05223517",,,,,,,,,,,,,,,,,
6372,HT7,clinicaltrials,,,,,,PERIPHERAL NERVOUS SYSTEM DISEASES,D000010523,"NCT06201520, NCT04751513",,,,,,,,,,,,,,,,,
6373,HT7,clinicaltrials,,,,,,PNEUMONIA,D000011014,"NCT05749757, NCT04374084, NCT05855421, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6374,HT7,clinicaltrials,,,,,,"PNEUMONIA, VIRAL",D000011024,"NCT05749757, NCT04374084, NCT05855421, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6375,HT7,clinicaltrials,,,,,,POSTOPERATIVE COGNITIVE COMPLICATIONS,D000079690,"NCT04338555, NCT04850196",,,,,,,,,,,,,,,,,
6376,HT7,clinicaltrials,,,,,,POSTOPERATIVE COMPLICATIONS,D000011183,"NCT06161662, NCT03726073, NCT04338555, NCT04850196, NCT02383004, NCT03606941, NCT05540236, NCT02509143, NCT04111081, NCT06165575, NCT04693390, NCT04606485, NCT04748133",,,,,,,,,,,,,,,,,
6377,HT7,clinicaltrials,,,,,,POSTOPERATIVE NAUSEA AND VOMITING,D000020250,"NCT05540236, NCT02509143, NCT04748133",,,,,,,,,,,,,,,,,
6378,HT7,clinicaltrials,,,,,,PSYCHOMOTOR AGITATION,D000011595,"NCT01848158, NCT02383004, NCT04950738, NCT04312893",,,,,,,,,,,,,,,,,
6379,HT7,clinicaltrials,,,,,,PSYCHOMOTOR DISORDERS,D000011596,"NCT01848158, NCT02383004, NCT04950738, NCT04312893",,,,,,,,,,,,,,,,,
6380,HT7,clinicaltrials,,,,,,"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE",D000029424,"NCT04046666, NCT04242030, NCT04046640, NCT04045418",,,,,,,,,,,,,,,,,
6381,HT7,clinicaltrials,,,,,,RESPIRATORY TRACT DISEASES,D000012140,"NCT04046666, NCT05749757, NCT04242030, NCT04046640, NCT06323304, NCT04045418, NCT04374084, NCT05855421, NCT00142532, NCT04595253, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6382,HT7,clinicaltrials,,,,,,RESPIRATORY TRACT INFECTIONS,D000012141,"NCT05749757, NCT06323304, NCT04374084, NCT05855421, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6383,HT7,clinicaltrials,,,,,,RNA VIRUS INFECTIONS,D000012327,"NCT05749757, NCT04374084, NCT05855421, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6384,HT7,clinicaltrials,,,,,,"SIGNS AND SYMPTOMS, DIGESTIVE",D000012817,"NCT06340776, NCT02887586, NCT05540236, NCT02509143, NCT04748133",,,,,,,,,,,,,,,,,
6385,HT7,clinicaltrials,,,,,,SKIN DISEASES,D000012871,"NCT02457039, NCT02276404, NCT05510700, NCT04144309, NCT03697200",,,,,,,,,,,,,,,,,
6386,HT7,clinicaltrials,,,,,,"SLEEP DISORDERS, INTRINSIC",D000020919,"NCT01956760, NCT00838994, NCT05426226, NCT06258226, NCT04405427, NCT05684822, NCT00839592, NCT04188340, NCT05234814, NCT03122080, NCT06212934, NCT04872712, NCT02448602, NCT05855421, NCT05152095, NCT01707706, NCT06443242, NCT02594670, NCT05510700, NCT03386903, NCT03823456, NCT04144309, NCT05410288, NCT02087488, NCT03447587, NCT01891097, NCT06463197, NCT05830877",,,,,,,,,,,,,,,,,
6387,HT7,clinicaltrials,,,,,,SLEEP INITIATION AND MAINTENANCE DISORDERS,D000007319,"NCT01956760, NCT00838994, NCT05426226, NCT06258226, NCT04405427, NCT05684822, NCT00839592, NCT04188340, NCT05234814, NCT03122080, NCT06212934, NCT04872712, NCT02448602, NCT05855421, NCT05152095, NCT01707706, NCT06443242, NCT02594670, NCT05510700, NCT03386903, NCT03823456, NCT04144309, NCT05410288, NCT02087488, NCT03447587, NCT01891097, NCT06463197, NCT05830877",,,,,,,,,,,,,,,,,
6388,HT7,clinicaltrials,,,,,,SLEEP WAKE DISORDERS,D000012893,"NCT01956760, NCT00838994, NCT05426226, NCT06258226, NCT04405427, NCT05684822, NCT00839592, NCT04188340, NCT05234814, NCT03122080, NCT06212934, NCT04872712, NCT02448602, NCT05855421, NCT05152095, NCT01707706, NCT06443242, NCT02594670, NCT05510700, NCT03386903, NCT06401837, NCT03823456, NCT04144309, NCT05410288, NCT02087488, NCT03447587, NCT06499311, NCT01891097, NCT06463197, NCT05830877",,,,,,,,,,,,,,,,,
6389,HT7,clinicaltrials,,,,,,"STRESS, PSYCHOLOGICAL",D000013315,"NCT01141374, NCT01424072, NCT06107777, NCT04423328",,,,,,,,,,,,,,,,,
6390,HT7,clinicaltrials,,,,,,STROKE,D000020521,"NCT05187975, NCT06401837, NCT05623137, NCT05147077, NCT02644161",,,,,,,,,,,,,,,,,
6391,HT7,clinicaltrials,,,,,,SUBSTANCE WITHDRAWAL SYNDROME,D000013375,"NCT03012373, NCT04917185",,,,,,,,,,,,,,,,,
6392,HT7,clinicaltrials,,,,,,SUBSTANCE-RELATED DISORDERS,D000019966,"NCT03012373, NCT04961294, NCT04789772, NCT04917185, NCT01512433",,,,,,,,,,,,,,,,,
6393,HT7,clinicaltrials,,,,,,SYNDROME,D000013577,"NCT06201520, NCT04917185, NCT05283577, NCT03823456",,,,,,,,,,,,,,,,,
6394,HT7,clinicaltrials,,,,,,TAUOPATHIES,D000024801,"NCT05078944, NCT03810794, NCT06417086, NCT06346275",,,,,,,,,,,,,,,,,
6395,HT7,clinicaltrials,,,,,,UROGENITAL DISEASES,D000091642,"NCT03572608, NCT04172649",,,,,,,,,,,,,,,,,
6396,HT7,clinicaltrials,,,,,,VASCULAR DISEASES,D000014652,"NCT05842265, NCT04046640, NCT03341663, NCT04244812, NCT05187975, NCT04041206, NCT06401837, NCT05623137, NCT05147077, NCT02644161, NCT04041245",,,,,,,,,,,,,,,,,
6397,HT7,clinicaltrials,,,,,,VIRUS DISEASES,D000014777,"NCT05749757, NCT04374084, NCT05855421, NCT05631145, NCT06042777",,,,,,,,,,,,,,,,,
6398,HT7,clinicaltrials,,,,,,VOMITING,D000014839,"NCT06340776, NCT05540236, NCT02509143, NCT04748133",,,,,,,,,,,,,,,,,
6399,HT7,clinicaltrials,,,,,,WOUNDS AND INJURIES,D000014947,"NCT06201520, NCT02868671",,,,,,,,,,,,,,,,,
6400,HT8,clinicaltrials,,,,,,DISEASE,D000004194,"NCT06201520, NCT00969280",,,,,,,,,,,,,,,,,
6401,HT8,clinicaltrials,,,,,,PATHOLOGIC PROCESSES,D000010335,"NCT06201520, NCT00969280, NCT02509143",,,,,,,,,,,,,,,,,
6402,HT8,clinicaltrials,,,,,,SYNDROME,D000013577,"NCT06201520, NCT00969280",,,,,,,,,,,,,,,,,
6403,KI1,clinicaltrials,,,,,,CARDIOVASCULAR DISEASES,D000002318,"NCT02210377, NCT01806233",,,,,,,,,,,,,,,,,
6404,KI1,clinicaltrials,,,,,,NERVOUS SYSTEM DISEASES,D000009422,"NCT06463197, NCT01806233",,,,,,,,,,,,,,,,,
6405,KI1,clinicaltrials,,,,,,PATHOLOGIC PROCESSES,D000010335,"NCT05571007, NCT00430313",,,,,,,,,,,,,,,,,
6406,KI1,clinicaltrials,,,,,,VASCULAR DISEASES,D000014652,"NCT02210377, NCT01806233",,,,,,,,,,,,,,,,,
6407,KI10,clinicaltrials,,,,,,ARTHRITIS,D000001168,"NCT03366363, NCT03359603",,,,,,,,,,,,,,,,,
6408,KI10,clinicaltrials,,,,,,JOINT DISEASES,D000007592,"NCT03366363, NCT03359603",,,,,,,,,,,,,,,,,
6409,KI10,clinicaltrials,,,,,,MUSCULOSKELETAL DISEASES,D000009140,"NCT03366363, NCT03359603",,,,,,,,,,,,,,,,,
6410,KI10,clinicaltrials,,,,,,OSTEOARTHRITIS,D000010003,"NCT03366363, NCT03359603",,,,,,,,,,,,,,,,,
6411,KI10,clinicaltrials,,,,,,"OSTEOARTHRITIS, KNEE",D000020370,"NCT03366363, NCT03359603",,,,,,,,,,,,,,,,,
6412,KI10,clinicaltrials,,,,,,RHEUMATIC DISEASES,D000012216,"NCT03366363, NCT03359603",,,,,,,,,,,,,,,,,
6413,KI12,clinicaltrials,,,,,,BEHAVIORAL SYMPTOMS,D000001526,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6414,KI12,clinicaltrials,,,,,,ELIMINATION DISORDERS,D000019960,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6415,KI12,clinicaltrials,,,,,,ENURESIS,D000004775,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6416,KI12,clinicaltrials,,,,,,FEMALE UROGENITAL DISEASES,D000052776,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6417,KI12,clinicaltrials,,,,,,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6418,KI12,clinicaltrials,,,,,,LOWER URINARY TRACT SYMPTOMS,D000059411,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6419,KI12,clinicaltrials,,,,,,MALE UROGENITAL DISEASES,D000052801,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6420,KI12,clinicaltrials,,,,,,MENTAL DISORDERS,D000001523,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6421,KI12,clinicaltrials,,,,,,URINARY INCONTINENCE,D000014549,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6422,KI12,clinicaltrials,,,,,,"URINARY INCONTINENCE, STRESS",D000014550,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6423,KI12,clinicaltrials,,,,,,URINATION DISORDERS,D000014555,"NCT05635669, NCT05773716",,,,,,,,,,,,,,,,,
6424,KI12,clinicaltrials,,,,,,UROGENITAL DISEASES,D000091642,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6425,KI12,clinicaltrials,,,,,,UROLOGIC DISEASES,D000014570,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6426,KI12,clinicaltrials,,,,,,UROLOGICAL MANIFESTATIONS,D000020924,"NCT05635669, NCT05773716, NCT05798403",,,,,,,,,,,,,,,,,
6427,KI13,clinicaltrials,,,,,,NEUROLOGIC MANIFESTATIONS,D000009461,"NCT04553562, NCT05310214",,,,,,,,,,,,,,,,,
6428,KI13,clinicaltrials,,,,,,PAIN,D000010146,"NCT04553562, NCT05310214",,,,,,,,,,,,,,,,,
6429,KI14,clinicaltrials,,,,,,BODY WEIGHT,D000001835,"NCT02276235, NCT06091761",,,,,,,,,,,,,,,,,
6430,KI14,clinicaltrials,,,,,,NUTRITION DISORDERS,D000009748,"NCT02276235, NCT06091761",,,,,,,,,,,,,,,,,
6431,KI14,clinicaltrials,,,,,,OBESITY,D000009765,"NCT02276235, NCT06091761",,,,,,,,,,,,,,,,,
6432,KI14,clinicaltrials,,,,,,OVERNUTRITION,D000044343,"NCT02276235, NCT06091761",,,,,,,,,,,,,,,,,
6433,KI14,clinicaltrials,,,,,,OVERWEIGHT,D000050177,"NCT02276235, NCT06091761",,,,,,,,,,,,,,,,,
6434,KI15,clinicaltrials,,,,,,EAR DISEASES,D000004427,"NCT05557357, NCT06364670, NCT05511753, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6435,KI15,clinicaltrials,,,,,,HEARING DISORDERS,D000006311,"NCT05557357, NCT06364670, NCT05511753, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6436,KI15,clinicaltrials,,,,,,NERVOUS SYSTEM DISEASES,D000009422,"NCT05557357, NCT02472613, NCT06364670, NCT05511753, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6437,KI15,clinicaltrials,,,,,,NEUROLOGIC MANIFESTATIONS,D000009461,"NCT05557357, NCT01733914, NCT06364670, NCT05511753, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6438,KI15,clinicaltrials,,,,,,OTORHINOLARYNGOLOGIC DISEASES,D000010038,"NCT05557357, NCT06364670, NCT05511753, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6439,KI15,clinicaltrials,,,,,,SENSATION DISORDERS,D000012678,"NCT05557357, NCT06364670, NCT05511753, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6440,KI15,clinicaltrials,,,,,,TINNITUS,D000014012,"NCT05557357, NCT06364670, NCT06401993, NCT05829278",,,,,,,,,,,,,,,,,
6441,KI2,clinicaltrials,,,,,,CARDIOVASCULAR DISEASES,D000002318,"NCT02472613, NCT04346511",,,,,,,,,,,,,,,,,
6442,KI2,clinicaltrials,,,,,,NERVOUS SYSTEM DISEASES,D000009422,"NCT02472613, NCT04092764",,,,,,,,,,,,,,,,,
6443,KI2,clinicaltrials,,,,,,VASCULAR DISEASES,D000014652,"NCT02472613, NCT04346511",,,,,,,,,,,,,,,,,
6444,KI3,clinicaltrials,,,,,,ABDOMINAL PAIN,D000015746,"NCT06375382, NCT06352164",,,,,,,,,,,,,,,,,
6445,KI3,clinicaltrials,,,,,,ALZHEIMER DISEASE,D000000544,"NCT05078944, NCT06346275",,,,,,,,,,,,,,,,,
6446,KI3,clinicaltrials,,,,,,ARTHRITIS,D000001168,"NCT01619176, NCT01569230, NCT03366363, NCT03274713, NCT03359603",,,,,,,,,,,,,,,,,
6447,KI3,clinicaltrials,,,,,,BACK PAIN,D000001416,"NCT03802045, NCT05232487",,,,,,,,,,,,,,,,,
6448,KI3,clinicaltrials,,,,,,BEHAVIORAL SYMPTOMS,D000001526,"NCT05399173, NCT06239740, NCT01848158, NCT03328819, NCT02472613, NCT00641303, NCT05187975",,,,,,,,,,,,,,,,,
6449,KI3,clinicaltrials,,,,,,BELL PALSY,D000020330,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6450,KI3,clinicaltrials,,,,,,BONE DISEASES,D000001847,"NCT03784729, NCT02644746, NCT06102798",,,,,,,,,,,,,,,,,
6451,KI3,clinicaltrials,,,,,,BRAIN DISEASES,D000001927,"NCT05078944, NCT02975362, NCT02472613, NCT02592681, NCT06346275, NCT05187975, NCT02868671",,,,,,,,,,,,,,,,,
6452,KI3,clinicaltrials,,,,,,BREAST DISEASES,D000001941,"NCT02964286, NCT03836872, NCT00641303, NCT04144309",,,,,,,,,,,,,,,,,
6453,KI3,clinicaltrials,,,,,,BREAST NEOPLASMS,D000001943,"NCT02964286, NCT03836872, NCT00641303, NCT04144309",,,,,,,,,,,,,,,,,
6454,KI3,clinicaltrials,,,,,,CARDIOVASCULAR DISEASES,D000002318,"NCT03784729, NCT01701726, NCT02975362, NCT02472613, NCT05187975",,,,,,,,,,,,,,,,,
6455,KI3,clinicaltrials,,,,,,CENTRAL NERVOUS SYSTEM DISEASES,D000002493,"NCT05078944, NCT02975362, NCT02472613, NCT02592681, NCT06346275, NCT05187975, NCT02868671",,,,,,,,,,,,,,,,,
6456,KI3,clinicaltrials,,,,,,CEREBROVASCULAR DISORDERS,D000002561,"NCT02975362, NCT02472613, NCT05187975",,,,,,,,,,,,,,,,,
6457,KI3,clinicaltrials,,,,,,"CONSTRICTION, PATHOLOGIC",D000003251,"NCT03784729, NCT02644746, NCT06102798",,,,,,,,,,,,,,,,,
6458,KI3,clinicaltrials,,,,,,CRANIAL NERVE DISEASES,D000003389,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6459,KI3,clinicaltrials,,,,,,CROHN DISEASE,D000003424,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820",,,,,,,,,,,,,,,,,
6460,KI3,clinicaltrials,,,,,,DEMENTIA,D000003704,"NCT05078944, NCT06346275",,,,,,,,,,,,,,,,,
6461,KI3,clinicaltrials,,,,,,DEPRESSION,D000003863,"NCT06239740, NCT03328819, NCT02472613, NCT00641303, NCT05187975",,,,,,,,,,,,,,,,,
6462,KI3,clinicaltrials,,,,,,DEPRESSIVE DISORDER,D000003866,"NCT06239740, NCT03328819, NCT02472613, NCT05187975",,,,,,,,,,,,,,,,,
6463,KI3,clinicaltrials,,,,,,DIABETES MELLITUS,D000003920,"NCT04076800, NCT05863793",,,,,,,,,,,,,,,,,
6464,KI3,clinicaltrials,,,,,,DIGESTIVE SYSTEM DISEASES,D000004066,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820",,,,,,,,,,,,,,,,,
6465,KI3,clinicaltrials,,,,,,DISEASE,D000004194,"NCT03881319, NCT05283577",,,,,,,,,,,,,,,,,
6466,KI3,clinicaltrials,,,,,,DISEASE ATTRIBUTES,D000020969,"NCT03169504, NCT06544603, NCT06553053",,,,,,,,,,,,,,,,,
6467,KI3,clinicaltrials,,,,,,DNA VIRUS INFECTIONS,D000004266,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6468,KI3,clinicaltrials,,,,,,DYSSOMNIAS,D000020920,"NCT04405427, NCT06212934, NCT04144309",,,,,,,,,,,,,,,,,
6469,KI3,clinicaltrials,,,,,,EAR DISEASES,D000004427,"NCT05188365, NCT04127708, NCT06364670, NCT02290015, NCT05829278",,,,,,,,,,,,,,,,,
6470,KI3,clinicaltrials,,,,,,ENDOCRINE SYSTEM DISEASES,D000004700,"NCT06510764, NCT04076800, NCT05863793",,,,,,,,,,,,,,,,,
6471,KI3,clinicaltrials,,,,,,FACIAL NERVE DISEASES,D000005155,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6472,KI3,clinicaltrials,,,,,,FACIAL PARALYSIS,D000005158,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6473,KI3,clinicaltrials,,,,,,FASCIITIS,D000005208,"NCT04185259, NCT06284993",,,,,,,,,,,,,,,,,
6474,KI3,clinicaltrials,,,,,,"FASCIITIS, PLANTAR",D000036981,"NCT04185259, NCT06284993",,,,,,,,,,,,,,,,,
6475,KI3,clinicaltrials,,,,,,FATIGUE,D000005221,"NCT05749757, NCT00641303, NCT06028685",,,,,,,,,,,,,,,,,
6476,KI3,clinicaltrials,,,,,,FEMALE UROGENITAL DISEASES,D000052776,"NCT05399173, NCT04931355, NCT06232200, NCT03260907",,,,,,,,,,,,,,,,,
6477,KI3,clinicaltrials,,,,,,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS,D000005261,"NCT05399173, NCT04931355, NCT06232200, NCT03260907, NCT00279071",,,,,,,,,,,,,,,,,
6478,KI3,clinicaltrials,,,,,,FOOT DISEASES,D000005534,"NCT04185259, NCT06284993",,,,,,,,,,,,,,,,,
6479,KI3,clinicaltrials,,,,,,GASTROENTERITIS,D000005759,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820",,,,,,,,,,,,,,,,,
6480,KI3,clinicaltrials,,,,,,GASTROINTESTINAL DISEASES,D000005767,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820",,,,,,,,,,,,,,,,,
6481,KI3,clinicaltrials,,,,,,GENITAL DISEASES,D000091662,"NCT04931355, NCT05288621",,,,,,,,,,,,,,,,,
6482,KI3,clinicaltrials,,,,,,HEARING DISORDERS,D000006311,"NCT05188365, NCT04127708, NCT06364670, NCT02290015, NCT05829278",,,,,,,,,,,,,,,,,
6483,KI3,clinicaltrials,,,,,,HERPESVIRIDAE INFECTIONS,D000006566,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6484,KI3,clinicaltrials,,,,,,INFECTIONS,D000007239,"NCT06280794, NCT05749757, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6485,KI3,clinicaltrials,,,,,,INFLAMMATORY BOWEL DISEASES,D000015212,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820",,,,,,,,,,,,,,,,,
6486,KI3,clinicaltrials,,,,,,INTESTINAL DISEASES,D000007410,"NCT04211129, NCT04198831, NCT06375382, NCT06364722, NCT06352164, NCT06553053, NCT04187820",,,,,,,,,,,,,,,,,
6487,KI3,clinicaltrials,,,,,,JOINT DISEASES,D000007592,"NCT01619176, NCT01569230, NCT03366363, NCT03274713, NCT03359603",,,,,,,,,,,,,,,,,
6488,KI3,clinicaltrials,,,,,,LOW BACK PAIN,D000017116,"NCT03802045, NCT05232487",,,,,,,,,,,,,,,,,
6489,KI3,clinicaltrials,,,,,,LOWER URINARY TRACT SYMPTOMS,D000059411,"NCT05399173, NCT05288621, NCT03260907",,,,,,,,,,,,,,,,,
6490,KI3,clinicaltrials,,,,,,LUNG DISEASES,D000008171,"NCT05749757, NCT03169504",,,,,,,,,,,,,,,,,
6491,KI3,clinicaltrials,,,,,,MALE UROGENITAL DISEASES,D000052801,"NCT05399173, NCT06232200, NCT05288621, NCT03260907",,,,,,,,,,,,,,,,,
6492,KI3,clinicaltrials,,,,,,MENSTRUATION DISTURBANCES,D000008599,"NCT03881319, NCT02592681",,,,,,,,,,,,,,,,,
6493,KI3,clinicaltrials,,,,,,MENTAL DISORDERS,D000001523,"NCT05399173, NCT04405427, NCT05078944, NCT06239740, NCT02975362, NCT06212934, NCT03328819, NCT02472613, NCT00641303, NCT06346275, NCT05187975, NCT04144309",,,,,,,,,,,,,,,,,
6494,KI3,clinicaltrials,,,,,,MOOD DISORDERS,D000019964,"NCT06239740, NCT03328819, NCT02472613, NCT05187975",,,,,,,,,,,,,,,,,
6495,KI3,clinicaltrials,,,,,,MOUTH DISEASES,D000009059,"NCT06280794, NCT05585346, NCT05846217, NCT06544603",,,,,,,,,,,,,,,,,
6496,KI3,clinicaltrials,,,,,,MUSCULOSKELETAL DISEASES,D000009140,"NCT03784729, NCT01619176, NCT01569230, NCT03366363, NCT03274713, NCT02644746, NCT04185259, NCT03747549, NCT03359603, NCT06102798, NCT06284993",,,,,,,,,,,,,,,,,
6497,KI3,clinicaltrials,,,,,,NEOPLASMS,D000009369,"NCT02964286, NCT03836872, NCT00641303, NCT04144309",,,,,,,,,,,,,,,,,
6498,KI3,clinicaltrials,,,,,,NEOPLASMS BY SITE,D000009371,"NCT02964286, NCT03836872, NCT00641303, NCT04144309",,,,,,,,,,,,,,,,,
6499,KI3,clinicaltrials,,,,,,NERVOUS SYSTEM DISEASES,D000009422,"NCT05188365, NCT06280794, NCT04405427, NCT05078944, NCT06239740, NCT02975362, NCT01848158, NCT06212934, NCT03489681, NCT05585346, NCT05921019, NCT05846217, NCT02472613, NCT00641303, NCT06544603, NCT02592681, NCT04127708, NCT06346275, NCT05187975, NCT06364670, NCT02290015, NCT04144309, NCT02868671, NCT05829278, NCT05863793",,,,,,,,,,,,,,,,,
6500,KI3,clinicaltrials,,,,,,NEUROBEHAVIORAL MANIFESTATIONS,D000019954,"NCT06239740, NCT01848158",,,,,,,,,,,,,,,,,
6501,KI3,clinicaltrials,,,,,,NEUROCOGNITIVE DISORDERS,D000019965,"NCT05078944, NCT06239740, NCT06346275",,,,,,,,,,,,,,,,,
6502,KI3,clinicaltrials,,,,,,NEURODEGENERATIVE DISEASES,D000019636,"NCT05078944, NCT06346275",,,,,,,,,,,,,,,,,
